Community_ID,House_ID,%_farming_households,Energy_role,Biomass_category,Biomass_subtype,Conversion_tech,Biomass_energy_type,Biomass_qty_tpd,Calorific_value_MJkg,Moisture_content_%,Energy_generated_kWh,Total_demand_kWh,Conversion_efficiency_%,Conversion_losses_%,Storage_capacity_kWh,Current_storage_kWh,Distribution_losses_%,Residential_demand_kWh,Agri_industrial_demand_kWh,Peak_load_kWh,Avg_temp_C,Rainfall_mm,Humidity_%,Community_participation_%
Comm_6,House_8,35.7,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,205.7,0.0,0.0,0.0,0.0,2.83,79.4,25.64,94.47,40.0,99.64,89.7,67.3
Comm_7,House_9,40.59,Prosumer,Manure,Poultry litter,Pelletization,Bioethanol,2.38,18.19,29.03,124.96,226.02,72.75,14.01,105.16,76.89,7.43,36.47,63.22,78.15,16.8,69.2,30.1,61.67
Comm_5,House_29,79.73,Prosumer,Agriculture,Rice husk,Digestion,Heat,0.2,18.23,39.1,215.97,372.68,82.05,8.01,143.16,143.9,1.44,130.2,47.71,103.9,25.9,28.7,58.6,52.9
Comm_9,House_45,50.2,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,5.41,245.1,64.66,78.15,24.8,59.8,60.26,69.75
Comm_8,House_35,50.2,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,482.8,0.0,0.0,0.0,0.0,5.2,138.58,111.87,130.72,24.8,101.0,69.6,66.8
Comm_6,House_4,28.94,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,486.45,0.0,0.0,0.0,0.0,5.41,240.21,140.71,62.45,24.8,1.1,60.26,89.24
Comm_4,House_17,50.2,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,352.01,0.0,0.0,0.0,0.0,9.7,328.5,137.6,131.66,31.4,38.9,32.1,70.51
Comm_7,House_44,35.5,Prosumer,Wood,Wood pellets,Fermentation,Syngas,3.09,17.51,22.71,97.17,180.29,83.41,11.5,147.6,114.0,8.48,130.2,16.8,38.57,14.3,99.64,85.7,87.59
Comm_10,House_30,20.69,Producer,MSW,Mixed organic,Pelletization,Heat,2.87,15.11,7.7,522.7,60.43,76.7,8.01,105.16,73.53,5.99,58.0,63.22,23.95,15.0,30.6,46.7,53.07
Comm_6,House_22,33.9,Prosumer,Agriculture,Wheat straw,Gasification,Heat,0.6,14.09,22.01,295.35,457.96,60.6,2.89,157.74,81.93,5.41,153.86,175.78,97.72,24.8,99.64,60.26,63.55
Comm_4,House_49,38.4,Producer,Energy crops,Jatropha,Digestion,Bioethanol,3.64,15.51,28.53,215.97,80.8,72.75,4.65,126.75,4.56,3.2,24.24,25.78,6.2,27.9,179.7,60.26,92.68
Comm_3,House_7,50.2,Producer,MSW,Organic fraction,Fermentation,Bioethanol,2.12,15.11,8.2,353.01,116.21,61.46,10.51,189.13,9.12,1.37,77.84,40.9,60.08,10.3,99.64,45.1,72.6
Comm_8,House_20,66.3,Producer,Energy crops,Switchgrass,Pelletization,Electricity,3.83,14.11,22.71,445.7,251.08,82.14,2.49,95.2,130.73,2.3,130.2,25.68,86.96,18.6,99.64,43.1,70.51
Comm_4,House_46,50.2,Prosumer,Wood,Firewood,Pelletization,Heat,0.5,12.21,35.19,297.59,354.92,87.81,9.02,105.16,73.53,8.13,353.3,107.71,138.06,23.3,99.64,64.7,43.99
Comm_9,House_49,66.99,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,198.8,0.0,0.0,0.0,0.0,5.7,16.9,52.4,126.6,18.9,98.7,65.3,50.44
Comm_4,House_8,50.2,Producer,MSW,Organic fraction,Gasification,Heat,2.8,10.2,5.85,360.29,233.6,60.0,12.68,106.2,39.6,5.41,11.28,67.0,28.74,22.9,188.7,37.7,55.28
Comm_4,House_47,25.43,Prosumer,Food waste,Kitchen scraps,Pelletization,Electricity,3.88,11.1,22.71,250.45,251.08,89.05,6.2,114.3,132.48,2.94,240.64,129.34,9.7,31.6,99.64,63.8,50.76
Comm_3,House_29,35.84,Prosumer,MSW,Organic fraction,Pelletization,Biogas,2.65,12.3,34.3,284.54,465.42,68.85,5.7,58.66,73.53,6.52,368.79,134.3,24.63,38.8,141.3,60.26,57.9
Comm_1,House_2,51.46,Producer,Agriculture,Maize stalks,Transesterification,Syngas,1.55,19.05,31.08,483.47,251.08,88.37,8.01,74.7,58.1,3.6,99.99,63.22,78.15,16.6,94.5,75.9,77.82
Comm_8,House_39,39.53,Producer,Manure,Cow dung,Combustion,Electricity,2.65,15.11,9.5,325.18,212.6,63.78,6.2,136.54,123.5,5.41,73.34,98.0,83.2,24.8,47.9,60.26,94.99
Comm_5,House_2,50.2,Producer,Energy crops,Miscanthus,Transesterification,Pellets,2.65,16.8,34.04,416.41,251.08,57.9,8.01,118.83,39.48,8.33,27.48,11.22,124.48,12.7,166.9,46.8,81.6
Comm_7,House_39,37.9,Prosumer,Agriculture,Rice husk,Pelletization,Syngas,2.53,19.44,7.42,238.22,351.4,85.7,8.01,160.3,68.72,5.41,127.4,7.8,140.23,34.7,47.2,67.3,61.58
Comm_3,House_11,50.2,Prosumer,Food waste,Kitchen scraps,Combustion,Biodiesel,4.59,10.01,23.8,272.18,363.3,56.79,14.56,60.6,53.26,9.76,130.2,154.54,149.77,19.6,9.8,60.26,57.54
Comm_6,House_42,33.67,Prosumer,Food waste,Kitchen scraps,Combustion,Bioethanol,4.82,16.92,35.1,102.6,256.33,72.75,8.01,117.68,145.03,9.4,174.91,71.3,78.15,24.8,39.5,44.6,70.51
Comm_6,House_48,61.69,Producer,Energy crops,Jatropha,Gasification,Syngas,3.6,16.32,29.58,215.97,251.08,82.31,8.75,122.8,102.46,5.41,94.91,48.58,42.97,18.1,199.0,79.5,61.44
Comm_6,House_12,50.2,Prosumer,MSW,Mixed organic,Fermentation,Biogas,2.65,13.0,21.4,215.97,322.67,72.75,7.03,134.52,73.53,5.41,67.54,156.98,53.1,33.4,11.7,63.8,70.51
Comm_8,House_31,32.7,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,196.03,0.0,0.0,0.0,0.0,4.46,13.52,28.1,84.2,39.1,187.3,56.4,70.51
Comm_5,House_37,50.2,Prosumer,Agriculture,Wheat straw,Digestion,Pellets,3.03,14.85,8.6,251.63,251.08,75.02,12.01,105.16,60.08,2.98,143.5,68.0,49.85,19.5,145.1,74.6,41.33
Comm_1,House_32,71.65,Prosumer,MSW,Mixed organic,Pelletization,Pellets,0.4,13.87,18.9,209.99,363.51,85.97,14.11,94.0,141.12,7.5,292.55,57.13,91.47,38.8,55.6,78.2,50.15
Comm_2,House_47,51.2,Prosumer,Manure,Cow dung,Pelletization,Heat,4.27,10.38,7.6,273.9,430.7,73.7,3.8,133.98,110.7,5.41,209.52,91.63,78.15,24.7,99.64,59.6,45.1
Comm_4,House_22,57.6,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,4.1,23.3,36.01,106.5,30.5,116.6,46.4,70.9
Comm_3,House_25,60.11,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,200.5,0.0,0.0,0.0,0.0,8.8,143.6,51.1,17.65,21.2,2.9,78.3,99.62
Comm_2,House_48,23.7,Producer,Agriculture,Rice husk,Combustion,Electricity,0.3,10.87,17.8,577.32,245.04,63.85,12.9,144.36,75.06,8.98,22.06,63.22,63.99,38.6,168.6,49.7,93.57
Comm_1,House_16,41.93,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,176.28,0.0,0.0,0.0,0.0,9.34,130.2,54.7,105.3,23.5,3.8,63.5,59.38
Comm_10,House_21,79.8,Producer,Food waste,Kitchen scraps,Pelletization,Heat,3.26,10.61,7.7,323.47,90.7,79.57,8.01,198.06,73.53,1.2,56.62,17.7,55.28,20.6,15.6,70.4,90.44
Comm_7,House_11,22.85,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,296.15,0.0,0.0,0.0,0.0,5.41,243.3,64.4,66.39,39.3,165.0,76.6,82.12
Comm_6,House_48,50.2,Producer,Energy crops,Jatropha,Transesterification,Pellets,2.65,11.82,24.57,405.1,231.37,81.49,8.01,173.9,42.48,7.1,212.8,63.22,78.15,24.8,39.5,59.8,70.51
Comm_1,House_39,56.9,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,449.7,0.0,0.0,0.0,0.0,1.67,318.66,141.18,36.27,24.8,40.1,60.26,49.5
Comm_2,House_14,57.04,Prosumer,Food waste,Kitchen scraps,Combustion,Heat,2.65,17.25,34.1,151.75,220.42,92.99,13.06,151.1,73.53,5.41,70.87,102.8,89.97,21.3,190.6,60.26,66.9
Comm_7,House_39,22.99,Prosumer,Agriculture,Wheat straw,Pelletization,Electricity,4.79,17.7,21.91,51.39,173.5,91.68,7.1,115.43,61.35,7.6,91.3,59.38,125.9,11.9,11.8,61.1,90.92
Comm_10,House_30,48.31,Producer,Manure,Cow dung,Transesterification,Heat,2.65,15.11,22.71,416.7,251.08,72.75,8.75,21.08,73.53,5.41,75.22,4.87,84.75,34.2,73.6,80.0,52.5
Comm_8,House_48,50.2,Prosumer,Food waste,Kitchen scraps,Fermentation,Electricity,2.65,18.9,17.74,214.14,396.73,84.88,3.27,51.1,73.53,1.98,179.5,76.9,6.49,33.1,99.64,84.6,45.21
Comm_6,House_24,35.6,Producer,MSW,Mixed organic,Combustion,Pellets,1.46,14.6,22.71,215.97,251.08,72.75,12.03,104.52,73.53,4.58,17.78,55.3,148.91,25.7,99.64,43.4,98.26
Comm_4,House_29,50.2,Prosumer,Food waste,Kitchen scraps,Pelletization,Biogas,0.87,17.51,15.15,189.79,344.0,63.1,12.5,76.48,37.1,5.41,49.56,98.2,78.15,13.9,1.2,31.8,40.1
Comm_9,House_26,49.7,Prosumer,Wood,Sawdust,Digestion,Biogas,2.65,17.94,29.4,210.5,263.75,57.66,4.88,150.16,73.53,9.9,50.87,107.71,145.5,12.7,50.8,83.9,91.7
Comm_2,House_21,50.2,Prosumer,Food waste,Kitchen scraps,Digestion,Heat,1.6,14.4,10.1,215.97,250.76,84.54,4.4,54.76,29.99,5.41,130.2,92.35,68.45,28.9,61.8,85.1,77.58
Comm_8,House_25,30.68,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,298.53,0.0,0.0,0.0,0.0,1.17,50.0,29.65,85.56,14.5,99.64,87.5,70.51
Comm_8,House_18,52.49,Prosumer,Manure,Cow dung,Transesterification,Biogas,3.3,11.16,22.24,136.62,315.61,72.75,9.2,30.45,92.99,5.41,240.6,63.22,37.75,36.4,99.64,35.1,78.33
Comm_7,House_44,48.52,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,1.35,130.2,43.3,89.28,38.2,196.9,89.2,85.78
Comm_2,House_27,50.2,Prosumer,Food waste,Market waste,Transesterification,Electricity,1.0,15.11,6.44,246.2,439.84,87.59,1.07,186.67,73.53,2.03,322.7,63.22,78.15,17.0,99.64,71.1,82.04
Comm_2,House_48,50.2,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,7.5,205.2,160.85,17.79,24.8,14.9,61.0,88.27
Comm_3,House_30,52.56,Prosumer,Wood,Firewood,Pelletization,Biogas,2.65,12.91,22.71,124.21,186.79,58.7,13.96,133.24,73.53,7.43,130.2,19.12,95.69,24.8,116.4,60.26,88.34
Comm_1,House_18,50.2,Prosumer,Energy crops,Switchgrass,Transesterification,Electricity,3.0,10.88,32.18,262.8,355.18,79.5,12.64,105.16,101.9,7.2,107.35,123.47,23.48,30.8,93.4,45.6,91.56
Comm_1,House_14,50.2,Prosumer,Energy crops,Jatropha,Transesterification,Pellets,4.93,13.85,26.4,220.97,308.92,72.75,8.01,17.03,87.1,8.66,107.76,105.53,88.22,12.0,62.5,59.8,70.51
Comm_4,House_49,28.0,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,213.69,0.0,0.0,0.0,0.0,4.39,107.88,85.13,113.43,13.1,110.5,60.26,83.52
Comm_4,House_30,40.4,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,483.78,0.0,0.0,0.0,0.0,6.96,161.84,5.18,10.2,13.0,90.4,60.26,68.82
Comm_4,House_48,47.08,Prosumer,MSW,Organic fraction,Digestion,Biodiesel,2.48,16.5,17.17,122.7,298.59,90.5,4.84,198.69,59.3,6.36,123.12,34.62,105.79,24.8,99.64,39.0,70.51
Comm_9,House_3,39.92,Prosumer,Wood,Firewood,Fermentation,Pellets,1.24,15.11,39.1,121.46,321.01,72.75,11.43,157.18,58.87,4.36,235.85,114.6,136.28,25.3,100.5,50.4,52.46
Comm_5,House_25,44.93,Producer,Wood,Firewood,Digestion,Bioethanol,2.45,16.64,22.71,215.97,64.94,72.62,6.85,87.49,59.43,4.45,40.3,63.22,78.15,20.5,99.64,38.0,94.37
Comm_5,House_36,49.74,Prosumer,Energy crops,Miscanthus,Transesterification,Pellets,3.1,17.3,38.04,97.73,269.59,91.94,14.8,105.16,47.8,9.6,136.3,62.39,67.6,24.2,112.2,39.5,99.7
Comm_5,House_24,29.2,Prosumer,MSW,Mixed organic,Combustion,Pellets,2.65,12.58,22.71,215.97,295.67,94.29,13.79,94.1,92.3,6.04,139.94,57.86,81.58,16.3,155.2,82.3,70.51
Comm_8,House_46,55.1,Prosumer,Energy crops,Miscanthus,Transesterification,Syngas,2.82,15.11,33.63,216.15,276.48,72.75,6.71,105.16,52.67,7.63,131.0,98.04,25.16,13.3,99.64,32.5,53.67
Comm_6,House_45,69.78,Producer,Wood,Wood pellets,Fermentation,Electricity,0.24,17.68,20.36,564.9,251.08,72.75,8.01,72.89,149.4,7.81,80.7,33.68,137.55,18.1,170.2,60.26,86.7
Comm_5,House_42,43.87,Prosumer,Agriculture,Sugarcane bagasse,Pelletization,Biogas,2.2,15.11,7.18,191.42,302.9,72.75,10.57,113.1,73.53,4.87,130.2,115.48,87.82,11.2,99.64,35.7,42.5
Comm_1,House_37,70.3,Prosumer,Wood,Firewood,Digestion,Heat,4.32,15.84,33.24,119.98,182.63,87.0,8.01,105.16,25.81,2.54,130.2,67.1,78.15,16.9,2.6,63.5,71.8
Comm_4,House_36,67.7,Prosumer,MSW,Organic fraction,Digestion,Biodiesel,0.94,19.79,6.72,74.33,206.8,82.98,12.6,165.77,73.53,5.41,98.37,5.59,17.74,24.8,1.8,60.26,75.03
Comm_3,House_44,50.2,Producer,Energy crops,Switchgrass,Pelletization,Electricity,4.87,14.11,33.58,215.97,190.79,72.75,9.3,172.0,73.53,5.15,88.09,20.5,6.0,12.7,1.7,73.3,59.0
Comm_7,House_42,51.5,Prosumer,Wood,Firewood,Fermentation,Biodiesel,4.96,13.62,22.8,158.2,260.74,55.6,14.11,22.68,49.97,4.78,244.84,63.22,48.8,24.8,50.4,58.9,64.29
Comm_2,House_8,69.99,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,225.91,0.0,0.0,0.0,0.0,3.42,130.2,5.69,69.07,17.5,69.7,57.1,59.1
Comm_2,House_46,63.41,Producer,Wood,Firewood,Combustion,Biogas,1.0,19.2,22.2,559.36,145.81,69.6,8.01,105.16,16.31,3.69,52.6,35.5,140.51,32.2,101.8,57.5,51.95
Comm_4,House_34,61.76,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,4.7,130.2,63.9,12.8,25.2,92.8,69.2,64.47
Comm_3,House_28,48.9,Producer,Food waste,Market waste,Transesterification,Bioethanol,4.56,19.98,22.71,568.33,142.18,52.78,3.71,158.37,40.07,8.96,130.2,14.5,72.68,11.7,110.5,69.6,70.51
Comm_3,House_27,36.14,Producer,MSW,Mixed organic,Digestion,Biodiesel,2.89,13.29,39.67,511.7,235.81,83.94,2.7,89.63,121.2,6.4,140.01,72.76,25.3,11.8,168.0,41.9,99.77
Comm_3,House_26,28.6,Prosumer,Agriculture,Maize stalks,Pelletization,Pellets,3.2,19.94,10.11,215.97,302.27,81.6,8.01,105.16,109.38,9.75,86.76,24.22,106.7,12.9,136.4,67.7,90.3
Comm_2,House_44,52.1,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,291.7,0.0,0.0,0.0,0.0,5.73,178.87,107.57,60.33,20.5,103.8,53.0,90.35
Comm_10,House_46,50.41,Producer,Manure,Cow dung,Combustion,Syngas,4.33,11.92,29.87,215.97,149.5,72.75,3.6,65.58,9.35,8.1,11.32,69.3,26.69,19.7,5.8,75.0,87.91
Comm_5,House_43,48.14,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,6.23,332.05,41.22,78.15,26.0,99.64,71.9,85.86
Comm_2,House_23,50.2,Producer,Manure,Cow dung,Transesterification,Electricity,2.65,12.39,12.9,340.84,105.55,84.99,8.2,26.28,144.71,1.0,130.2,46.7,139.72,12.5,99.64,69.0,41.86
Comm_3,House_36,21.91,Producer,Manure,Cow dung,Gasification,Biodiesel,4.5,19.45,5.4,437.85,142.73,73.89,5.8,28.04,73.1,3.8,106.9,63.22,52.0,25.3,33.4,86.6,47.3
Comm_7,House_15,61.23,Prosumer,Wood,Firewood,Gasification,Electricity,4.76,15.11,29.65,215.97,231.96,77.57,2.6,84.5,73.53,4.75,45.39,63.18,78.15,24.8,150.9,82.4,70.51
Comm_2,House_12,67.1,Prosumer,Agriculture,Wheat straw,Fermentation,Biogas,1.6,19.09,15.2,82.89,251.08,72.75,4.23,51.8,56.39,4.23,130.2,50.42,127.38,23.6,13.4,54.6,86.59
Comm_6,House_29,75.5,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,328.73,0.0,0.0,0.0,0.0,3.09,130.2,121.34,30.6,19.9,99.64,39.2,70.51
Comm_7,House_22,50.2,Prosumer,MSW,Mixed organic,Fermentation,Syngas,1.15,13.5,22.71,137.41,194.9,72.75,10.8,194.54,73.53,5.41,13.6,5.98,114.85,24.8,160.7,63.4,70.51
Comm_4,House_38,50.2,Producer,Manure,Cow dung,Digestion,Biodiesel,4.34,11.6,22.71,215.97,236.09,64.92,13.22,50.88,123.69,5.41,93.0,99.61,78.15,32.1,37.0,74.5,70.51
Comm_5,House_15,57.03,Prosumer,Wood,Wood pellets,Pelletization,Pellets,3.63,14.05,16.6,275.4,418.56,72.75,2.82,10.91,57.6,6.26,337.98,201.75,44.85,29.2,20.5,45.0,57.07
Comm_6,House_44,71.81,Producer,MSW,Mixed organic,Combustion,Pellets,4.95,17.38,7.0,444.83,181.73,61.8,8.01,105.16,85.93,5.51,163.2,63.22,94.0,23.7,164.3,59.8,45.8
Comm_4,House_10,27.4,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,2.54,286.49,86.3,78.15,24.8,155.8,84.8,86.5
Comm_6,House_39,38.65,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,429.5,0.0,0.0,0.0,0.0,5.41,349.1,92.49,77.4,10.2,179.3,68.1,48.84
Comm_9,House_23,27.93,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,209.96,0.0,0.0,0.0,0.0,9.41,170.29,63.22,104.65,25.4,99.64,84.5,80.6
Comm_9,House_37,60.57,Producer,Agriculture,Maize stalks,Transesterification,Biodiesel,1.35,13.2,22.71,331.5,61.5,50.71,8.48,107.8,73.53,2.22,55.67,20.2,43.23,13.1,100.1,78.7,70.51
Comm_9,House_33,35.53,Prosumer,Wood,Firewood,Combustion,Heat,4.97,13.84,38.09,237.6,394.17,72.75,9.23,105.16,73.53,7.1,332.53,121.14,139.17,17.1,27.0,32.8,92.9
Comm_9,House_50,54.39,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,126.9,0.0,0.0,0.0,0.0,4.5,46.51,48.79,30.7,24.8,166.3,53.8,73.52
Comm_6,House_12,39.94,Producer,Wood,Wood pellets,Combustion,Syngas,3.83,15.65,22.71,215.97,238.8,50.15,1.5,86.4,34.3,5.41,130.2,114.68,57.88,23.7,124.5,87.2,64.3
Comm_5,House_47,35.81,Prosumer,Food waste,Kitchen scraps,Pelletization,Biogas,0.22,14.71,22.71,86.6,150.92,72.75,8.01,51.0,73.53,7.3,110.9,54.3,141.17,12.0,31.6,85.0,85.69
Comm_10,House_42,36.38,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,380.6,0.0,0.0,0.0,0.0,5.8,314.88,185.7,78.15,24.8,194.4,58.5,70.51
Comm_9,House_36,43.83,Prosumer,Energy crops,Miscanthus,Digestion,Biodiesel,1.43,11.14,22.71,168.33,352.44,51.9,10.69,105.16,73.53,6.5,347.08,46.89,84.3,23.9,149.3,64.6,55.53
Comm_6,House_33,50.2,Prosumer,Energy crops,Jatropha,Gasification,Electricity,2.53,15.11,11.9,76.92,148.1,79.0,8.01,120.1,113.6,4.36,82.0,63.22,94.67,25.7,1.3,38.3,82.84
Comm_3,House_4,27.73,Prosumer,Agriculture,Sugarcane bagasse,Fermentation,Electricity,2.65,11.16,6.6,215.97,251.08,94.45,3.9,165.34,32.99,7.48,367.5,52.23,129.14,24.8,176.9,84.0,61.7
Comm_9,House_3,48.37,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,386.44,0.0,0.0,0.0,0.0,5.41,144.98,92.89,95.36,35.6,4.4,66.9,82.1
Comm_1,House_7,38.64,Prosumer,Food waste,Kitchen scraps,Combustion,Biogas,2.18,17.95,36.2,214.07,320.36,79.7,8.01,131.3,63.8,3.82,52.96,92.74,128.2,24.8,45.5,53.8,77.5
Comm_1,House_39,54.2,Prosumer,Agriculture,Sugarcane bagasse,Combustion,Syngas,3.33,14.44,30.14,297.43,448.4,94.4,12.47,76.6,70.25,2.85,52.67,62.6,7.7,30.8,103.5,48.5,50.9
Comm_10,House_23,63.9,Producer,Agriculture,Wheat straw,Digestion,Pellets,2.65,17.78,7.99,446.49,237.92,82.34,11.55,123.34,83.54,8.69,130.2,116.5,24.76,24.8,99.64,88.0,74.7
Comm_4,House_13,67.66,Prosumer,Manure,Poultry litter,Transesterification,Syngas,0.89,15.11,7.33,56.34,146.2,62.5,14.64,105.16,73.53,5.41,101.3,38.89,40.3,25.0,130.1,44.6,47.2
Comm_5,House_1,71.9,Prosumer,Manure,Cow dung,Digestion,Biogas,4.22,10.6,22.71,120.51,308.2,67.0,11.61,105.16,74.49,3.12,150.4,56.34,35.98,22.3,20.2,46.2,48.14
Comm_8,House_4,28.15,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,196.63,0.0,0.0,0.0,0.0,7.11,143.44,53.12,45.62,18.2,112.6,60.26,70.51
Comm_5,House_29,71.24,Producer,Food waste,Market waste,Transesterification,Pellets,1.06,13.75,23.47,515.43,251.08,72.75,11.0,155.36,8.4,7.6,30.92,100.3,101.12,15.1,197.2,49.1,80.34
Comm_4,House_31,50.2,Producer,Agriculture,Wheat straw,Fermentation,Syngas,0.34,10.5,17.79,589.6,174.62,70.14,8.01,106.2,139.46,9.94,80.81,60.62,29.9,24.8,45.2,60.26,90.11
Comm_10,House_2,51.67,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,2.89,130.2,53.75,78.15,10.7,151.7,74.2,79.87
Comm_10,House_9,32.24,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,302.87,0.0,0.0,0.0,0.0,5.94,130.2,29.1,59.05,34.9,148.3,60.26,99.5
Comm_5,House_25,32.6,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,173.56,0.0,0.0,0.0,0.0,5.41,71.48,19.3,78.15,16.8,20.9,54.0,70.51
Comm_4,House_40,29.4,Producer,Food waste,Kitchen scraps,Digestion,Biogas,1.97,12.96,12.41,415.1,156.18,72.75,7.44,48.91,127.94,3.63,142.75,56.75,63.06,15.5,55.2,60.26,85.84
Comm_1,House_12,50.2,Producer,Food waste,Market waste,Digestion,Biogas,3.78,18.19,25.2,551.8,217.73,60.3,8.48,151.76,73.53,2.38,66.44,21.86,104.4,18.3,35.4,85.8,88.22
Comm_8,House_22,61.7,Prosumer,Agriculture,Rice husk,Gasification,Heat,1.6,11.55,22.71,53.88,251.08,88.6,4.9,167.76,73.53,5.41,130.2,63.22,122.24,37.5,99.64,49.7,69.44
Comm_5,House_20,72.3,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,4.93,130.2,134.84,115.05,24.8,6.8,52.9,65.03
Comm_10,House_33,54.09,Producer,Energy crops,Jatropha,Digestion,Electricity,4.0,18.52,30.7,462.3,178.54,66.54,14.37,178.47,99.1,7.29,26.58,60.89,78.15,20.9,115.9,39.6,60.2
Comm_1,House_25,36.31,Prosumer,Wood,Wood pellets,Fermentation,Electricity,3.24,13.28,36.17,245.8,442.42,75.9,13.9,93.61,107.93,5.41,391.26,166.29,41.4,12.3,160.6,76.8,55.0
Comm_2,House_50,33.47,Producer,MSW,Organic fraction,Digestion,Pellets,2.65,11.67,22.71,336.4,102.09,72.75,8.01,105.16,142.6,2.3,63.3,43.57,42.52,23.8,48.8,70.2,70.51
Comm_6,House_47,26.1,Producer,Wood,Firewood,Gasification,Bioethanol,2.58,10.3,22.71,498.97,251.08,85.66,10.44,162.0,121.69,5.34,10.25,35.69,78.15,24.8,176.5,60.26,74.5
Comm_2,House_17,50.2,Prosumer,Energy crops,Jatropha,Pelletization,Electricity,2.65,14.34,14.93,237.3,373.81,84.0,12.4,180.6,60.45,7.4,191.43,112.47,78.15,23.4,99.64,69.9,70.51
Comm_8,House_48,50.2,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,5.41,110.06,95.25,78.15,13.6,99.64,65.3,83.96
Comm_5,House_34,70.04,Producer,Manure,Poultry litter,Digestion,Bioethanol,2.62,15.53,9.48,596.28,251.08,72.75,8.01,45.71,61.0,7.32,115.9,63.22,29.04,34.4,96.0,60.26,70.51
Comm_4,House_35,46.77,Producer,MSW,Organic fraction,Fermentation,Electricity,1.4,15.11,14.41,215.97,102.63,68.48,14.2,114.6,10.21,2.3,100.73,63.22,78.15,27.3,57.8,58.6,70.51
Comm_3,House_38,61.93,Producer,Wood,Firewood,Combustion,Biogas,1.06,17.09,22.9,215.97,232.74,78.29,3.28,105.16,18.5,2.11,77.2,2.3,78.15,28.2,196.6,60.26,81.07
Comm_1,House_35,57.96,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,352.11,0.0,0.0,0.0,0.0,9.39,53.8,95.06,138.1,13.4,87.4,55.3,97.2
Comm_7,House_16,62.9,Prosumer,Energy crops,Miscanthus,Pelletization,Electricity,2.0,13.54,22.71,215.97,399.83,53.19,9.5,64.9,23.04,3.24,82.81,157.34,125.1,34.9,48.4,80.8,76.2
Comm_7,House_23,55.69,Prosumer,MSW,Organic fraction,Pelletization,Pellets,2.28,18.14,22.71,269.71,467.85,72.75,10.38,91.11,37.88,4.57,45.79,80.4,78.15,23.3,128.8,85.8,43.4
Comm_7,House_11,61.7,Prosumer,Food waste,Market waste,Transesterification,Biogas,2.65,10.1,13.0,171.69,251.08,67.41,12.5,111.77,36.3,5.41,130.2,54.2,78.15,36.7,102.7,35.3,52.5
Comm_1,House_46,65.06,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,9.07,130.2,63.22,112.38,12.1,102.7,39.7,57.42
Comm_9,House_36,64.6,Producer,Agriculture,Sugarcane bagasse,Transesterification,Syngas,4.62,15.11,25.6,536.4,136.0,72.75,7.6,186.88,74.22,5.6,84.9,26.03,9.31,10.3,136.1,36.1,47.28
